Attrition_Flag,Customer_Age,Gender,Education_Level,Card_Category,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Income_Category_final,customer
Existing Customer,60,M,High School,Blue,1466,0.631,1354,25,0.316,0.551,SecondClass,Customer N_1413
Existing Customer,53,F,Uneducated,Blue,1405,0.766,1999,48,0.655,0.401,SecondClass,Customer N_1414
Existing Customer,35,M,High School,Blue,1699,0.624,1895,43,0.536,0.822,SecondClass,Customer N_1415
Existing Customer,58,M,Graduate,Blue,0,0.721,1258,33,0.435,0,SecondClass,Customer N_1416
Existing Customer,53,M,Graduate,Blue,1180,0.648,1213,33,0.571,0.104,FirstClass,Customer N_1417
Existing Customer,59,M,Doctorate,Blue,1560,0.696,1755,45,0.8,0.172,SecondClass,Customer N_1418
Existing Customer,37,M,High School,Blue,1409,0.608,1692,38,0.652,0.081,FirstClass,Customer N_1419
Existing Customer,50,F,High School,Blue,0,0.822,3313,72,0.756,0,SecondClass,Customer N_1420
Existing Customer,35,F,Uneducated,Blue,1815,1.132,2820,62,0.879,0.312,SecondClass,Customer N_1421
Existing Customer,28,M,Post-Graduate,Blue,0,0.737,1813,31,0.409,0,SecondClass,Customer N_1422
Existing Customer,37,M,Uneducated,Blue,1425,1.505,2555,44,0.833,0.375,FirstClass,Customer N_1423
Existing Customer,39,M,Graduate,Blue,0,0.65,2133,54,0.543,0,SecondClass,Customer N_1424
Existing Customer,31,M,Post-Graduate,Blue,0,0.855,2566,74,0.762,0,SecondClass,Customer N_1425
Existing Customer,37,M,Graduate,Blue,2167,0.711,2058,49,0.485,0.714,SecondClass,Customer N_1426
Existing Customer,39,M,Graduate,Blue,2360,1.257,2593,57,0.781,0.794,SecondClass,Customer N_1427
Existing Customer,38,M,Graduate,Blue,0,0.781,1886,48,0.5,0,FirstClass,Customer N_1428
Existing Customer,35,M,Graduate,Blue,1226,0.84,2568,59,0.735,0.137,SecondClass,Customer N_1429
Existing Customer,30,M,Graduate,Blue,1623,0.65,1870,51,0.275,0.636,SecondClass,Customer N_1430
Attrited Customer,48,F,Post-Graduate,Silver,0,0.506,911,25,0.19,0,SecondClass,Customer N_1431
Existing Customer,33,F,Uneducated,Blue,986,0.896,1896,33,0.833,0.668,SecondClass,Customer N_1432
Existing Customer,37,F,High School,Blue,1414,0.745,2780,57,0.727,0.394,SecondClass,Customer N_1433
Existing Customer,39,M,College,Blue,1177,0.695,3124,66,0.784,0.718,SecondClass,Customer N_1434
Existing Customer,65,M,Graduate,Blue,0,0.929,1973,59,0.686,0,SecondClass,Customer N_1435
Existing Customer,43,M,Graduate,Blue,0,0.32,1720,40,0.379,0,SecondClass,Customer N_1436
Attrited Customer,38,M,Uneducated,Blue,2089,0.72,1137,26,0.238,0.063,FirstClass,Customer N_1437
Existing Customer,48,M,Post-Graduate,Blue,1942,0.777,1727,37,0.85,0.289,SecondClass,Customer N_1438
Existing Customer,38,M,Graduate,Blue,1544,0.906,1999,34,0.789,0.616,SecondClass,Customer N_1439
Attrited Customer,65,F,Graduate,Blue,0,1.016,1712,27,0.286,0,SecondClass,Customer N_1440
Existing Customer,35,M,Graduate,Silver,0,1.012,2551,74,0.609,0,SecondClass,Customer N_1441
Existing Customer,58,F,Graduate,Blue,1394,0.57,1788,45,0.364,0.633,SecondClass,Customer N_1442
Existing Customer,53,M,Graduate,Blue,2390,0.421,1377,38,0.583,0.777,FirstClass,Customer N_1443
Existing Customer,38,M,Post-Graduate,Blue,0,0.593,1843,28,0.647,0,SecondClass,Customer N_1444
Existing Customer,34,M,Graduate,Blue,1412,0.677,1930,36,0.636,0.095,FirstClass,Customer N_1445
Attrited Customer,39,M,High School,Blue,0,0.651,2054,55,0.774,0,SecondClass,Customer N_1446
Existing Customer,37,M,Graduate,Blue,0,0.635,2405,55,0.667,0,FirstClass,Customer N_1447
Existing Customer,51,F,High School,Blue,1308,0.79,3291,55,0.618,0.463,SecondClass,Customer N_1448
Existing Customer,53,F,Uneducated,Blue,1507,1.06,1197,25,1.083,0.543,SecondClass,Customer N_1449
Existing Customer,53,M,Graduate,Blue,560,0.963,1158,31,1.067,0.035,FirstClass,Customer N_1450
Existing Customer,65,M,Graduate,Blue,2517,0.507,1855,39,0.773,0.783,SecondClass,Customer N_1451
Existing Customer,33,F,High School,Blue,0,0.912,3133,72,1,0,SecondClass,Customer N_1452
Existing Customer,37,M,Doctorate,Blue,1023,0.765,3305,80,0.778,0.173,SecondClass,Customer N_1453
Existing Customer,47,M,Graduate,Blue,0,0.711,2970,76,0.689,0,SecondClass,Customer N_1454
Existing Customer,59,F,High School,Blue,1609,0.78,1335,23,1.3,0.568,SecondClass,Customer N_1455
Existing Customer,59,F,Post-Graduate,Blue,601,0.607,1621,32,0.6,0.406,SecondClass,Customer N_1456
Existing Customer,26,M,Uneducated,Blue,451,0.837,2192,36,0.44,0.202,SecondClass,Customer N_1457
Existing Customer,45,M,College,Blue,1782,1.351,4686,64,0.561,0.614,FirstClass,Customer N_1458
Existing Customer,52,M,Post-Graduate,Blue,1407,0.634,2030,58,0.706,0.162,FirstClass,Customer N_1459
Existing Customer,47,M,High School,Blue,1897,1.035,3902,76,0.689,0.283,SecondClass,Customer N_1460
Existing Customer,34,M,Graduate,Blue,1909,0.956,1850,34,1.125,0.763,SecondClass,Customer N_1461
Existing Customer,36,M,College,Blue,2379,0.624,1715,39,0.5,0.375,FirstClass,Customer N_1462
Attrited Customer,36,F,Uneducated,Blue,0,0.908,1412,38,0.583,0,SecondClass,Customer N_1463
Existing Customer,57,F,Uneducated,Blue,1628,0.721,1325,29,1.231,0.215,SecondClass,Customer N_1464
Existing Customer,29,M,Post-Graduate,Blue,1466,1.378,2523,48,0.846,0.495,SecondClass,Customer N_1465
Existing Customer,37,M,Graduate,Blue,2077,1.167,2323,47,0.621,0.251,FirstClass,Customer N_1466
Attrited Customer,46,F,Graduate,Blue,858,0.888,1165,35,0.4,0.103,SecondClass,Customer N_1467
Existing Customer,55,M,High School,Blue,1901,0.289,1018,32,0.391,0.492,FirstClass,Customer N_1468
Existing Customer,56,M,Graduate,Blue,1082,0.658,1484,34,0.545,0.106,FirstClass,Customer N_1469
Attrited Customer,32,M,High School,Blue,0,0.418,695,10,0.25,0,FirstClass,Customer N_1470
Existing Customer,39,M,Uneducated,Blue,1798,0.973,2443,70,0.556,0.07,FirstClass,Customer N_1471
Existing Customer,63,F,Graduate,Blue,2517,0.957,1959,56,1,0.941,SecondClass,Customer N_1472
Existing Customer,38,M,High School,Blue,1698,0.896,1604,42,0.448,0.292,SecondClass,Customer N_1473
Existing Customer,60,M,Uneducated,Blue,2189,0.276,1562,27,0.174,0.844,SecondClass,Customer N_1474
Existing Customer,38,M,Uneducated,Blue,2308,2.037,2269,39,1.053,0.675,SecondClass,Customer N_1475
Existing Customer,63,M,High School,Blue,1704,0.278,1449,28,0.217,0.246,FirstClass,Customer N_1476
Existing Customer,43,F,College,Blue,898,0.565,1665,44,0.375,0.129,SecondClass,Customer N_1477
Existing Customer,39,F,Graduate,Blue,0,0.526,1457,43,0.387,0,SecondClass,Customer N_1478
Attrited Customer,45,M,College,Blue,0,1.014,1041,27,0.35,0,FirstClass,Customer N_1479
Existing Customer,35,F,Graduate,Blue,1877,1.631,2005,50,1.174,0.744,SecondClass,Customer N_1480
Attrited Customer,48,F,Graduate,Blue,0,0.848,1225,34,0.478,0,SecondClass,Customer N_1481
Existing Customer,26,M,High School,Blue,0,0.813,2099,39,0.857,0,SecondClass,Customer N_1482
Existing Customer,36,M,College,Blue,939,1.575,2547,45,0.731,0.055,FirstClass,Customer N_1483
Existing Customer,37,M,College,Blue,1991,1.669,2864,37,0.947,0.43,FirstClass,Customer N_1484
Existing Customer,49,M,High School,Blue,1664,0.919,3013,83,0.766,0.051,FirstClass,Customer N_1485
Existing Customer,56,M,Uneducated,Blue,1375,0.388,1324,38,0.31,0.61,SecondClass,Customer N_1486
Existing Customer,45,M,College,Blue,0,0.954,1960,48,0.6,0,SecondClass,Customer N_1487
Existing Customer,28,M,High School,Blue,0,0.731,2744,75,0.829,0,SecondClass,Customer N_1488
Existing Customer,65,F,Post-Graduate,Blue,1880,0.624,1215,22,0.571,0.53,SecondClass,Customer N_1489
Existing Customer,26,F,College,Blue,737,0.806,2856,39,0.5,0.512,SecondClass,Customer N_1490
Existing Customer,57,F,Uneducated,Blue,1422,0.591,1260,34,0.889,0.453,SecondClass,Customer N_1491
Existing Customer,47,M,Graduate,Blue,933,0.946,1804,32,0.6,0.027,FirstClass,Customer N_1492
Existing Customer,54,F,Graduate,Blue,1570,0.653,1339,30,0.364,0.23,SecondClass,Customer N_1493
Existing Customer,43,M,Graduate,Blue,1859,0.568,1013,28,0.75,0.066,FirstClass,Customer N_1494
Existing Customer,54,F,Graduate,Blue,928,0.894,3328,69,0.683,0.14,SecondClass,Customer N_1495
Existing Customer,37,M,College,Blue,1410,0.839,2061,61,0.649,0.089,SecondClass,Customer N_1496
Existing Customer,33,M,Graduate,Blue,2073,0.711,1567,42,0.75,0.765,FirstClass,Customer N_1497
Existing Customer,38,M,College,Blue,1199,0.886,1573,35,0.75,0.321,SecondClass,Customer N_1498
Existing Customer,36,M,Graduate,Blue,1822,0.778,2568,69,0.683,0.178,FirstClass,Customer N_1499
Attrited Customer,37,M,Graduate,Blue,0,0.153,725,22,0,0,FirstClass,Customer N_1500
Existing Customer,45,M,High School,Blue,659,0.52,1236,36,1,0.093,SecondClass,Customer N_1501
Existing Customer,26,M,High School,Blue,1162,0.93,2169,43,0.536,0.655,SecondClass,Customer N_1502
Existing Customer,42,M,Graduate,Blue,1054,0.414,1488,26,0.368,0.118,SecondClass,Customer N_1503
Existing Customer,33,M,College,Blue,1773,0.774,1765,27,0.929,0.753,FirstClass,Customer N_1504
Existing Customer,57,F,High School,Blue,1332,0.809,1476,30,0.579,0.196,SecondClass,Customer N_1505
Existing Customer,55,M,Graduate,Blue,1207,0.521,1275,31,0.476,0.563,SecondClass,Customer N_1506
Existing Customer,40,M,Uneducated,Blue,1640,0.8,1872,51,0.5,0.418,FirstClass,Customer N_1507
Existing Customer,32,M,High School,Blue,0,0.626,2439,63,0.703,0,SecondClass,Customer N_1508
Existing Customer,62,F,High School,Blue,1173,0.436,1453,27,0.35,0.399,SecondClass,Customer N_1509
Existing Customer,26,M,Graduate,Blue,0,0.537,2411,41,0.281,0,SecondClass,Customer N_1510
Attrited Customer,37,M,High School,Blue,2389,0.395,862,13,0.182,0.348,SecondClass,Customer N_1511
Existing Customer,57,M,Doctorate,Blue,1540,0.547,1306,32,0.28,0.148,FirstClass,Customer N_1512
Existing Customer,47,M,Graduate,Blue,0,0.922,1837,37,0.682,0,FirstClass,Customer N_1513
Existing Customer,49,F,Uneducated,Blue,0,0.782,2170,41,0.464,0,SecondClass,Customer N_1514
Existing Customer,35,M,Graduate,Blue,2307,0.637,1725,29,1.071,0.285,FirstClass,Customer N_1515
Existing Customer,55,F,College,Blue,2129,1.075,2177,59,0.788,0.718,SecondClass,Customer N_1516
Existing Customer,36,M,Graduate,Blue,1825,1.46,2883,61,0.488,0.59,SecondClass,Customer N_1517
Existing Customer,54,M,High School,Blue,668,0.552,1515,31,0.476,0.413,FirstClass,Customer N_1518
Existing Customer,30,F,Graduate,Blue,1632,0.712,2048,35,1.188,0.653,SecondClass,Customer N_1519
Existing Customer,46,M,Graduate,Blue,0,1.026,2038,45,0.364,0,SecondClass,Customer N_1520
Existing Customer,43,M,Graduate,Blue,1489,1.029,1980,45,0.607,0.141,FirstClass,Customer N_1521
Existing Customer,34,M,Graduate,Blue,1853,0.807,1899,33,0.833,0.138,FirstClass,Customer N_1522
Existing Customer,55,M,Graduate,Blue,1278,0.543,1842,56,0.436,0.079,FirstClass,Customer N_1523
Existing Customer,44,M,Graduate,Blue,0,0.998,3407,47,1.136,0,FirstClass,Customer N_1524
Existing Customer,34,M,Graduate,Blue,1678,1.006,2650,69,0.865,0.125,FirstClass,Customer N_1525
Existing Customer,40,M,Graduate,Blue,1201,0.802,3891,79,0.881,0.07,SecondClass,Customer N_1526
Existing Customer,42,M,College,Blue,0,1.076,3942,84,0.75,0,SecondClass,Customer N_1527
Existing Customer,36,M,Graduate,Blue,1547,0.923,2398,61,0.794,0.172,SecondClass,Customer N_1528
Existing Customer,26,F,High School,Blue,1198,0.501,2692,63,0.5,0.498,SecondClass,Customer N_1529
Existing Customer,42,M,High School,Blue,1845,1.027,1346,26,1,0.657,SecondClass,Customer N_1530
Existing Customer,55,M,Graduate,Blue,827,0.511,1390,24,0.263,0.267,SecondClass,Customer N_1531
Existing Customer,61,M,High School,Blue,1404,0.633,3994,64,0.778,0.646,SecondClass,Customer N_1532
Existing Customer,41,M,College,Blue,1470,1.226,1723,36,1.25,0.052,FirstClass,Customer N_1533
Existing Customer,35,F,Graduate,Blue,1051,0.833,3116,80,0.6,0.398,SecondClass,Customer N_1534
Existing Customer,34,M,Graduate,Blue,2152,0.679,2555,62,0.676,0.069,FirstClass,Customer N_1535
Existing Customer,37,M,High School,Blue,0,1.144,2717,63,0.703,0,FirstClass,Customer N_1536
Attrited Customer,46,M,Uneducated,Blue,0,0.733,967,24,1.182,0,SecondClass,Customer N_1537
Existing Customer,26,M,College,Blue,0,0.745,2660,89,0.712,0,SecondClass,Customer N_1538
Existing Customer,54,F,High School,Blue,1220,0.82,2412,62,0.824,0.386,SecondClass,Customer N_1539
Attrited Customer,47,F,Graduate,Blue,0,0.612,777,13,0.625,0,SecondClass,Customer N_1540
Existing Customer,56,F,Graduate,Blue,2517,0.848,2292,54,0.862,0.815,SecondClass,Customer N_1541
Existing Customer,40,M,High School,Blue,1427,0.892,1777,56,0.647,0.074,FirstClass,Customer N_1542
Existing Customer,33,F,Graduate,Blue,1625,0.618,1888,39,0.625,0.429,SecondClass,Customer N_1543
Existing Customer,64,M,Graduate,Blue,1647,0.664,1597,37,0.542,0.79,SecondClass,Customer N_1544
Existing Customer,33,M,High School,Blue,0,0.636,2804,70,0.842,0,FirstClass,Customer N_1545
Existing Customer,52,M,Post-Graduate,Blue,2126,0.611,1651,43,0.344,0.31,FirstClass,Customer N_1546
Existing Customer,59,F,Uneducated,Blue,1932,1.044,2367,50,0.786,0.799,SecondClass,Customer N_1547
Existing Customer,29,M,Graduate,Blue,2021,0.966,2320,57,0.676,0.821,SecondClass,Customer N_1548
Attrited Customer,40,M,High School,Blue,0,0.729,2395,45,0.552,0,FirstClass,Customer N_1549
Existing Customer,37,F,Graduate,Blue,1289,1.008,2181,32,0.6,0.323,SecondClass,Customer N_1550
Existing Customer,32,M,High School,Blue,2175,1.368,1913,35,0.667,0.61,SecondClass,Customer N_1551
Existing Customer,36,M,Graduate,Blue,831,1.007,3063,87,0.891,0.107,SecondClass,Customer N_1552
Attrited Customer,58,M,High School,Blue,0,0.835,1088,22,1.444,0,SecondClass,Customer N_1553
Existing Customer,53,M,High School,Blue,715,0.422,1138,38,0.727,0.076,FirstClass,Customer N_1554
Existing Customer,36,M,Uneducated,Blue,1932,0.804,2602,51,0.545,0.274,FirstClass,Customer N_1555
Existing Customer,26,F,Uneducated,Blue,1471,0.672,2236,55,0.41,0.724,SecondClass,Customer N_1556
Existing Customer,38,F,Graduate,Blue,2517,1.488,3095,63,0.969,0.488,SecondClass,Customer N_1557
Existing Customer,32,F,High School,Blue,1665,1.276,2397,41,0.64,0.807,SecondClass,Customer N_1558
Existing Customer,37,F,Graduate,Blue,1517,0.729,2439,61,0.848,0.757,SecondClass,Customer N_1559
Existing Customer,55,F,Graduate,Blue,1622,0.425,1569,33,0.269,0.353,SecondClass,Customer N_1560
Existing Customer,58,M,High School,Blue,1205,0.965,2140,49,0.69,0.147,SecondClass,Customer N_1561
Existing Customer,47,M,High School,Blue,1194,0.948,3503,65,0.667,0.04,FirstClass,Customer N_1562
Existing Customer,32,M,Graduate,Blue,0,0.544,2657,71,0.69,0,SecondClass,Customer N_1563
Existing Customer,56,M,High School,Blue,2517,0.92,1373,35,0.591,0.173,SecondClass,Customer N_1564
Existing Customer,34,F,Doctorate,Blue,0,0.946,2557,67,0.763,0,SecondClass,Customer N_1565
Existing Customer,55,M,Uneducated,Blue,817,0.378,1473,35,0.522,0.026,FirstClass,Customer N_1566
Existing Customer,43,M,High School,Blue,0,0.747,2843,53,0.828,0,FirstClass,Customer N_1567
Existing Customer,31,M,College,Blue,1920,1.604,2570,49,1.042,0.706,SecondClass,Customer N_1568
Existing Customer,54,F,College,Blue,2517,0.651,1446,22,0.833,0.816,SecondClass,Customer N_1569
Existing Customer,52,M,Graduate,Blue,1339,0.631,1181,30,1,0.077,FirstClass,Customer N_1570
Existing Customer,48,M,College,Blue,1665,0.608,1426,34,0.545,0.137,SecondClass,Customer N_1571
Existing Customer,54,F,High School,Blue,1627,0.413,1566,36,0.714,0.582,SecondClass,Customer N_1572
Existing Customer,33,M,Uneducated,Blue,1812,0.706,3319,86,0.911,0.692,SecondClass,Customer N_1573
Attrited Customer,26,F,Post-Graduate,Blue,1428,0.496,1134,26,0.238,0.99,SecondClass,Customer N_1574
Existing Customer,30,F,Uneducated,Blue,0,0.553,1859,43,0.536,0,SecondClass,Customer N_1575
Existing Customer,49,F,Graduate,Blue,0,0.964,2223,72,0.946,0,SecondClass,Customer N_1576
Existing Customer,53,M,Uneducated,Blue,2129,0.956,2197,45,0.957,0.186,FirstClass,Customer N_1577
Attrited Customer,39,M,Uneducated,Blue,0,0.315,809,15,0.25,0,FirstClass,Customer N_1578
Existing Customer,34,M,College,Blue,1815,0.846,1534,34,0.545,0.428,SecondClass,Customer N_1579
Existing Customer,53,M,College,Blue,1311,0.443,1413,37,0.37,0.06,FirstClass,Customer N_1580
Existing Customer,32,M,Graduate,Blue,925,0.598,2659,63,0.75,0.573,SecondClass,Customer N_1581
Existing Customer,39,M,Graduate,Blue,2517,0.876,1842,36,0.714,0.49,FirstClass,Customer N_1582
Existing Customer,57,M,High School,Blue,2517,0.735,1515,36,0.714,0.079,FirstClass,Customer N_1583
Existing Customer,36,M,Graduate,Blue,1463,1.28,2916,50,0.724,0.094,FirstClass,Customer N_1584
Existing Customer,39,M,College,Blue,2185,0.5,4157,58,0.758,0.873,SecondClass,Customer N_1585
Existing Customer,31,M,Graduate,Blue,2491,0.62,2670,50,0.667,0.752,SecondClass,Customer N_1586
Existing Customer,31,M,Graduate,Blue,1169,0.743,2221,57,0.727,0.186,SecondClass,Customer N_1587
Existing Customer,36,M,Graduate,Blue,1605,0.805,2460,74,1.312,0.079,SecondClass,Customer N_1588
Existing Customer,47,F,Graduate,Blue,1106,0.501,1698,41,0.367,0.497,SecondClass,Customer N_1589
Attrited Customer,37,M,College,Blue,2517,0.35,694,12,0.2,0.812,SecondClass,Customer N_1590
Existing Customer,39,M,Graduate,Blue,1476,0.952,2760,44,1,0.148,FirstClass,Customer N_1591
Existing Customer,37,M,Graduate,Blue,0,0.752,1678,36,0.8,0,SecondClass,Customer N_1592
Existing Customer,58,M,Graduate,Blue,1253,0.508,1887,60,0.538,0.758,FirstClass,Customer N_1593
Existing Customer,58,F,Graduate,Blue,1077,0.694,1535,31,0.632,0.234,SecondClass,Customer N_1594
Existing Customer,37,M,Graduate,Blue,1629,0.775,1903,30,0.5,0.417,SecondClass,Customer N_1595
Existing Customer,54,M,Graduate,Blue,1256,1.132,2631,55,0.774,0.449,FirstClass,Customer N_1596
Existing Customer,45,F,Uneducated,Blue,2253,0.688,3753,63,0.909,0.883,SecondClass,Customer N_1597
Existing Customer,53,M,Graduate,Blue,683,0.924,2165,49,0.96,0.092,SecondClass,Customer N_1598
Existing Customer,34,F,College,Blue,1010,0.659,2003,47,0.679,0.386,SecondClass,Customer N_1599
Attrited Customer,35,M,Graduate,Blue,0,0.323,717,18,0.286,0,FirstClass,Customer N_1600
Existing Customer,32,M,Graduate,Blue,963,1.052,1921,43,0.72,0.15,SecondClass,Customer N_1601
Existing Customer,38,M,Uneducated,Blue,0,0.945,2412,58,0.657,0,SecondClass,Customer N_1602
Existing Customer,37,M,Uneducated,Blue,1259,1.375,2487,52,0.625,0.471,FirstClass,Customer N_1603
Existing Customer,47,F,Graduate,Blue,1390,0.732,2170,63,0.465,0.519,SecondClass,Customer N_1604
Existing Customer,54,M,High School,Blue,1580,0.745,1518,36,0.8,0.705,SecondClass,Customer N_1605
Existing Customer,53,M,College,Blue,1720,0.683,1476,37,0.423,0.284,FirstClass,Customer N_1606
Existing Customer,33,F,College,Blue,1968,0.546,2256,70,0.591,0.768,SecondClass,Customer N_1607
Existing Customer,49,M,Graduate,Blue,1516,0.627,1848,49,1.042,0.099,SecondClass,Customer N_1608
Attrited Customer,37,M,Doctorate,Blue,0,0.446,850,18,0.385,0,FirstClass,Customer N_1609
Existing Customer,31,M,Uneducated,Blue,0,0.665,2308,49,0.4,0,SecondClass,Customer N_1610
Existing Customer,43,M,Graduate,Blue,0,0.663,1867,45,0.875,0,FirstClass,Customer N_1611
Existing Customer,39,M,Uneducated,Blue,1220,0.862,1923,49,0.4,0.076,FirstClass,Customer N_1612
Existing Customer,38,M,High School,Blue,1980,0.882,1600,45,0.406,0.707,SecondClass,Customer N_1613
Existing Customer,62,F,Uneducated,Blue,1158,0.476,1809,41,0.464,0.436,SecondClass,Customer N_1614
Existing Customer,30,M,College,Blue,1075,0.643,2510,57,0.629,0.342,SecondClass,Customer N_1615
Existing Customer,46,M,Doctorate,Blue,1539,0.907,3784,74,0.609,0.301,FirstClass,Customer N_1616
Existing Customer,39,M,College,Blue,1061,0.545,1683,34,0.478,0.107,SecondClass,Customer N_1617
Existing Customer,53,F,College,Blue,1411,0.66,1911,47,0.958,0.925,SecondClass,Customer N_1618
Existing Customer,34,M,Uneducated,Blue,1251,1.399,2286,39,0.696,0.064,FirstClass,Customer N_1619
Existing Customer,54,F,Graduate,Silver,1378,1.12,3360,56,0.75,0.11,SecondClass,Customer N_1620
Existing Customer,54,M,High School,Blue,0,0.733,2047,46,0.533,0,FirstClass,Customer N_1621
Existing Customer,39,M,Uneducated,Blue,2517,0.539,1534,35,0.591,0.773,SecondClass,Customer N_1622
Existing Customer,36,F,Graduate,Blue,2517,0.838,1516,32,0.391,0.522,SecondClass,Customer N_1623
Existing Customer,38,M,High School,Blue,1046,0.826,1758,40,0.739,0.122,SecondClass,Customer N_1624
Existing Customer,28,F,Graduate,Blue,584,0.7,2947,87,0.706,0.153,SecondClass,Customer N_1625
Existing Customer,57,M,Graduate,Blue,2047,0.579,1546,36,0.5,0.38,SecondClass,Customer N_1626
